Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Mifflin,02/28/2021,3,8.4,4615,46138,6.5,18.3,10002.6,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Columbia,05/14/2021,9,12.3,5739,64964,13.9,18.9,8834.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Wyoming,07/01/2020,0,0.3,41,26794,0,1.1,153,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lancaster,04/08/2020,42,58,607,545724,7.7,10.6,111.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Northumberland,01/24/2021,39,46.6,6598,90843,42.9,51.3,7263.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Erie,04/24/2021,37,46.9,19868,269728,13.7,17.4,7365.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lancaster,09/03/2020,38,45.7,6959,545724,7,8.4,1275.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Venango,05/13/2021,15,13.3,3942,50668,29.6,26.2,7780.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Columbia,02/11/2021,20,24.3,4464,64964,30.8,37.4,6871.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Crawford,05/28/2021,8,11.9,7440,84629,9.5,14,8791.3,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lebanon,01/16/2021,102,94.6,10749,141793,71.9,66.7,7580.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Beaver,07/28/2020,13,19.4,1184,163929,7.9,11.9,722.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Chester,10/03/2020,42,38.3,7119,524989,8,7.3,1356,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Centre,08/18/2020,7,4.3,416,162385,4.3,2.6,256.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Delaware,09/28/2020,62,43.1,11567,566747,10.9,7.6,2040.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lebanon,03/16/2021,51,32.1,13337,141793,36,22.7,9406,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Greene,04/25/2021,0,7,3135,36233,0,19.3,8652.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Blair,03/14/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Union,03/10/2021,10,7.4,5281,44923,22.3,16.5,11755.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Carbon,11/05/2020,33,13.1,707,64182,51.4,20.5,1101.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Venango,02/05/2021,20,13.7,3229,50668,39.5,27.1,6372.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Montour,04/04/2021,5,4.7,1867,18230,27.4,25.9,10241.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Washington,04/06/2021,63,63.1,15590,206865,30.5,30.5,7536.3,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clearfield,02/21/2021,14,18.3,6171,79255,17.7,23.1,7786.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Northumberland,06/03/2020,2,2.1,204,90843,2.2,2.4,224.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Delaware,11/28/2020,174,232.6,20098,566747,30.7,41,3546.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Berks,08/30/2020,14,29.1,6058,421164,3.3,6.9,1438.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,12/01/2020,8964,6885.6,379302,12801989,70,53.8,2962.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,06/19/2020,14,12,4382,421164,3.3,2.8,1040.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Forest,06/16/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cumberland,01/09/2021,175,161.1,11854,253370,69.1,63.6,4678.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Fayette,04/06/2020,6,3.1,39,129274,4.6,2.4,30.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Allegheny,06/11/2021,14,24.3,101639,1216045,1.2,2,8358.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Somerset,12/14/2020,124,120.6,3462,73447,168.8,164.2,4713.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Berks,05/28/2020,17,22.4,3987,421164,4,5.3,946.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Erie,03/13/2021,33,70.6,18093,269728,12.2,26.2,6707.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Berks,07/28/2020,20,30.3,5105,421164,4.7,7.2,1212.1,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Clarion,03/15/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Chester,05/01/2021,80,120.3,39191,524989,15.2,22.9,7465.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Schuylkill,01/21/2021,82,91.4,10659,141359,58,64.7,7540.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Franklin,03/14/2021,13,31.4,12915,155027,8.4,20.3,8330.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Perry,03/16/2020,0,0,0,46272,0,0,0,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Chester,08/02/2020,23,36.3,4953,524989,4.4,6.9,943.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lebanon,12/21/2020,80,103.1,7897,141793,56.4,72.7,5569.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Fulton,08/24/2020,3,0.9,34,14530,20.6,5.9,234,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Forest,04/19/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Pennsylvania,04/25/2021,1866,3826,1136743,12801989,14.6,29.9,8879.4,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montgomery,11/27/2020,412,318.3,21418,830915,49.6,38.3,2577.6,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Forest,08/05/2020,0,0,9,7247,0,0,124.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Blair,11/30/2020,99,127.1,4469,121829,81.3,104.4,3668.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Centre,11/14/2020,69,72.3,5240,162385,42.5,44.5,3226.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Cameron,11/02/2020,3,0.7,14,4447,67.5,16.1,314.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Centre,12/13/2020,61,110.6,7949,162385,37.6,68.1,4895.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Clearfield,02/22/2021,22,17.3,6193,79255,27.8,21.8,7814,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Schuylkill,02/22/2021,21,23.3,11962,141359,14.9,16.5,8462.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Chester,03/04/2021,100,89.6,30911,524989,19,17.1,5887.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lancaster,05/22/2021,49,46.6,54880,545724,9,8.5,10056.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Centre,12/01/2020,82,76,6661,162385,50.5,46.8,4102,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pike,08/22/2020,0,0.7,543,55809,0,1.3,973,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Franklin,01/11/2021,147,142.1,10185,155027,94.8,91.7,6569.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Blair,11/29/2020,120,125.9,4370,121829,98.5,103.3,3587,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Adams,09/10/2020,2,3.4,740,103009,1.9,3.3,718.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,11/13/2020,125,88,2467,121829,102.6,72.2,2025,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Bucks,03/23/2021,333,215.1,48892,628270,53,34.2,7782,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Clinton,06/11/2021,0,2.4,3705,38632,0,6.3,9590.5,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lebanon,04/11/2021,22,43.1,14340,141793,15.5,30.4,10113.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pike,06/07/2021,2,2.6,4010,55809,3.6,4.6,7185.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Union,04/15/2020,3,1.6,21,44923,6.7,3.5,46.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Pike,11/10/2020,6,7.1,720,55809,10.8,12.8,1290.1,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Wyoming,02/06/2021,7,4.3,1094,26794,26.1,16,4083,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Luzerne,08/27/2020,21,12.4,3784,317417,6.6,3.9,1192.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Philadelphia,01/24/2021,202,459.4,102458,1584064,12.8,29,6468,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Monroe,04/13/2020,26,33.9,850,170271,15.3,19.9,499.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Wayne,04/08/2021,21,17.4,3532,51361,40.9,33.9,6876.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Union,04/21/2021,16,19.9,5806,44923,35.6,44.2,12924.3,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Chester,12/10/2020,246,264.6,15297,524989,46.9,50.4,2913.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,01/06/2021,633,650.7,58286,1216045,52.1,53.5,4793.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Montgomery,04/14/2021,299,302.9,63948,830915,36,36.4,7696.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Columbia,12/06/2020,27,36,1746,64964,41.6,55.4,2687.6,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Wayne,01/20/2021,18,22.3,2521,51361,35,43.4,4908.4,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Chester,08/25/2020,16,18.7,5541,524989,3,3.6,1055.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Clearfield,01/16/2021,34,45.7,5164,79255,42.9,57.7,6515.7,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Greene,03/03/2020,0,,0,36233,0,,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Pike,01/02/2021,7,20.9,1522,55809,12.5,37.4,2727.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Susquehanna,05/19/2020,4,1.3,93,40328,9.9,3.2,230.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Montour,04/01/2021,4,4.3,1852,18230,21.9,23.5,10159.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Clinton,04/04/2020,0,0.1,1,38632,0,0.4,2.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,12/14/2020,18,32.1,2196,44923,40.1,71.6,4888.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Philadelphia,06/13/2020,79,103.4,19832,1584064,5,6.5,1252,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Clearfield,04/12/2021,36,35.1,7676,79255,45.4,44.3,9685.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Clinton,04/23/2021,12,16.1,3478,38632,31.1,41.8,9002.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Cumberland,04/05/2021,41,49.9,18265,253370,16.2,19.7,7208.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cameron,11/09/2020,1,0.1,15,4447,22.5,3.2,337.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Columbia,03/09/2021,5,8.7,4736,64964,7.7,13.4,7290.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Union,12/16/2020,45,32.4,2288,44923,100.2,72.2,5093.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Northumberland,08/16/2020,12,15,596,90843,13.2,16.5,656.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Centre,05/11/2020,4,2.4,131,162385,2.5,1.5,80.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Westmoreland,01/20/2021,110,147.3,23817,348899,31.5,42.2,6826.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pike,02/13/2021,3,13.3,2370,55809,5.4,23.8,4246.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Dauphin,03/16/2020,0,0,0,278299,0,0,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Westmoreland,03/05/2021,64,59.1,27191,348899,18.3,17,7793.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Montgomery,02/01/2021,235,383.9,48872,830915,28.3,46.2,5881.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Susquehanna,04/08/2020,2,1.9,16,40328,5,4.6,39.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lancaster,03/21/2021,75,121.6,46260,545724,13.7,22.3,8476.8,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Warren,06/04/2020,0,0.3,5,39191,0,0.7,12.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fulton,06/01/2020,0,0,15,14530,0,0,103.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Pike,03/03/2021,30,17.1,2608,55809,53.8,30.7,4673.1,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Washington,08/23/2020,3,8.6,990,206865,1.5,4.1,478.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Washington,05/14/2021,59,34.1,17479,206865,28.5,16.5,8449.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Pike,05/28/2021,3,3.1,3986,55809,5.4,5.6,7142.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Cumberland,07/24/2020,17,14.4,1115,253370,6.7,5.7,440.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,03/23/2020,1,0.4,3,73447,1.4,0.6,4.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Butler,03/28/2020,7,6.6,47,187853,3.7,3.5,25,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Allegheny,11/24/2020,637,545.4,25244,1216045,52.4,44.9,2075.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,10/28/2020,76,54.7,8190,524989,14.5,10.4,1560,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Northumberland,07/17/2020,2,3.3,373,90843,2.2,3.6,410.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Berks,06/20/2020,19,13,4401,421164,4.5,3.1,1045,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Philadelphia,11/29/2020,552,807.7,62959,1584064,34.8,51,3974.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Wyoming,07/08/2020,1,0.4,44,26794,3.7,1.6,164.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northumberland,01/21/2021,53,46,6465,90843,58.3,50.6,7116.7,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Westmoreland,05/06/2021,69,73,33221,348899,19.8,20.9,9521.7,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Chester,04/25/2021,100,145.1,38449,524989,19,27.6,7323.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Venango,05/17/2021,12,11.3,3988,50668,23.7,22.3,7870.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Pike,02/15/2021,9,13.9,2389,55809,16.1,24.8,4280.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Philadelphia,08/31/2020,184,121.9,29608,1584064,11.6,7.7,1869.1,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,01/29/2021,91,101.6,24755,348899,26.1,29.1,7095.2,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Westmoreland,03/26/2021,109,97,28842,348899,31.2,27.8,8266.6,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lebanon,02/22/2021,29,27,12710,141793,20.5,19,8963.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Chester,12/09/2020,317,284.6,15051,524989,60.4,54.2,2866.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Erie,05/05/2021,51,46.3,20341,269728,18.9,17.2,7541.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Allegheny,05/04/2020,7,18.4,1392,1216045,0.6,1.5,114.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wyoming,11/20/2020,10,12,400,26794,37.3,44.8,1492.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Pike,12/14/2020,19,18.3,1146,55809,34,32.8,2053.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Northumberland,10/30/2020,14,14.1,1613,90843,15.4,15.6,1775.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Philadelphia,11/25/2020,1078,937.4,60229,1584064,68.1,59.2,3802.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Berks,11/30/2020,99,162.7,14057,421164,23.5,38.6,3337.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lebanon,02/13/2021,47,46.3,12472,141793,33.1,32.6,8795.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Cumberland,04/29/2020,18,17,349,253370,7.1,6.7,137.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Delaware,01/28/2021,370,231.9,36886,566747,65.3,40.9,6508.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lancaster,03/25/2021,195,142,46938,545724,35.7,26,8601.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Luzerne,03/10/2021,74,49.1,25528,317417,23.3,15.5,8042.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Centre,06/02/2020,0,1,160,162385,0,0.6,98.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Union,03/30/2021,14,8.7,5441,44923,31.2,19.4,12111.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Clearfield,03/20/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Chester,01/18/2021,182,212.9,25087,524989,34.7,40.5,4778.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Bucks,02/12/2021,191,210.6,42558,628270,30.4,33.5,6773.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Warren,04/29/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Centre,01/24/2021,57,59.1,10911,162385,35.1,36.4,6719.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lawrence,12/13/2020,40,76,3236,85512,46.8,88.9,3784.3,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Schuylkill,12/19/2020,126,128.3,6512,141359,89.1,90.8,4606.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Columbia,05/19/2021,10,9.1,5784,64964,15.4,14.1,8903.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lehigh,03/16/2020,0,0,0,369318,0,0,0,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cameron,06/22/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clinton,05/08/2021,2,5.4,3599,38632,5.2,14.1,9316.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,10/27/2020,4,8.6,732,44923,8.9,19.1,1629.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Somerset,05/05/2020,2,0.9,33,73447,2.7,1.2,44.9,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mifflin,03/08/2021,4,6.1,4665,46138,8.7,13.3,10111,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Philadelphia,06/11/2020,147,109.4,19648,1584064,9.3,6.9,1240.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Philadelphia,01/05/2021,697,566,92285,1584064,44,35.7,5825.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Montgomery,04/01/2020,90,65.7,745,830915,10.8,7.9,89.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bucks,02/05/2021,217,195.6,41084,628270,34.5,31.1,6539.2,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,08/10/2020,33,13.7,524,90843,36.3,15.1,576.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Blair,05/21/2020,3,2.1,50,121829,2.5,1.8,41,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Pennsylvania,06/04/2021,512,552.6,1205635,12801989,4,4.3,9417.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Schuylkill,02/28/2021,10,16.4,12056,141359,7.1,11.6,8528.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
York,04/16/2020,51,23.3,448,449058,11.4,5.2,99.8,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Adams,10/17/2020,10,8.6,1018,103009,9.7,8.3,988.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Washington,04/26/2021,58,47.6,16784,206865,28,23,8113.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Montour,02/23/2021,4,2.4,1731,18230,21.9,13.3,9495.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Pennsylvania,06/14/2020,350,463.4,79478,12801989,2.7,3.6,620.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montour,05/05/2021,1,1.6,1975,18230,5.5,8.6,10833.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Pennsylvania,05/21/2021,1346,1379.4,1195326,12801989,10.5,10.8,9337,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,11/04/2020,492,413.6,42291,1584064,31.1,26.1,2669.8,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lehigh,06/07/2021,23,14.1,39730,369318,6.2,3.8,10757.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Schuylkill,11/21/2020,76,72.9,3442,141359,53.8,51.5,2434.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Mercer,02/21/2021,2,12.7,8007,109424,1.8,11.6,7317.4,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Berks,12/17/2020,273,321.7,19699,421164,64.8,76.4,4677.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,10/23/2020,2149,1699.9,194287,12801989,16.8,13.3,1517.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Washington,03/03/2020,0,,0,206865,0,,0,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Chester,01/20/2021,202,202.1,25497,524989,38.5,38.5,4856.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Delaware,06/08/2020,34,32,6771,566747,6,5.6,1194.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Greene,03/09/2021,4,5.4,2715,36233,11,15,7493.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Adams,02/05/2021,49,35.4,6820,103009,47.6,34.4,6620.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Northumberland,06/08/2021,3,6.6,9682,90843,3.3,7.2,10657.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Chester,04/19/2020,47,38.9,876,524989,9,7.4,166.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Schuylkill,03/06/2021,16,20.1,12187,141359,11.3,14.2,8621.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Potter,07/04/2020,0,0.3,17,16526,0,1.7,102.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Philadelphia,10/01/2020,176,120.7,32833,1584064,11.1,7.6,2072.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Somerset,03/21/2020,1,0.3,2,73447,1.4,0.4,2.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Pennsylvania,11/25/2020,8406,6804.7,339509,12801989,65.7,53.2,2652,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Wayne,05/30/2021,0,3.1,4102,51361,0,6.1,7986.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wayne,01/29/2021,25,18,2688,51361,48.7,35,5233.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Union,05/19/2021,10,5.1,6094,44923,22.3,11.4,13565.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Montgomery,05/30/2021,16,34.4,70040,830915,1.9,4.1,8429.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Chester,04/27/2020,49,54.6,1288,524989,9.3,10.4,245.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Armstrong,12/23/2020,68,60.4,3148,64735,105,93.3,4862.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Wyoming,02/19/2021,7,3.3,1144,26794,26.1,12.3,4269.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lebanon,03/26/2020,8,1.9,14,141793,5.6,1.3,9.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Venango,02/22/2021,13,8,3367,50668,25.7,15.8,6645.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Potter,08/14/2020,0,0.1,22,16526,0,0.9,133.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Susquehanna,04/10/2020,0,2.4,22,40328,0,6,54.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
